,City,lat,lon,dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust
333,meulaboh,2.062,91.9592,1657410763,82.99,89.78,1009,75,74.25,0.0,100,10000,14.14,182,14.94
334,saldanha,-36.5071,4.2323,1657410764,55.51,54.0,1026,69,45.52,0.0,68,10000,22.75,300,25.01
335,mataura,-61.8062,-156.5425,1657410766,28.83,16.23,963,97,28.18,0.0,100,119,24.16,86,31.79
336,meulaboh,2.5938,94.8029,1657410767,83.88,90.54,1009,71,73.45,0.1,100,10000,9.26,159,10.76
337,punta arenas,-58.3214,-82.976,1657410769,36.05,27.48,1020,67,26.85,0.0,95,10000,13.0,256,13.65
338,kwinana,-31.8933,114.4301,1657410770,61.2,59.74,1018,58,46.33,0.13,48,10000,23.44,238,25.26
339,ambon,-5.1254,128.272,1657410772,80.44,84.87,1012,78,72.95,2.48,100,10000,21.54,136,23.02
340,suraabad,41.8077,50.2008,1657410774,74.79,75.2,1006,69,63.95,0.0,1,10000,5.68,93,5.91
341,miri,5.983,112.8019,1657410775,82.09,88.5,1008,78,74.55,1.29,94,6165,16.13,239,19.53
342,ordu,42.2134,37.9542,1657410777,74.61,75.38,1004,77,66.92,0.0,0,10000,4.21,53,4.23
343,punta arenas,-59.105,-78.2344,1657410778,34.83,23.2,1017,67,25.81,0.0,85,10000,21.88,216,23.78
344,dikson,80.9866,88.1379,1657410780,31.55,25.21,1001,93,29.97,1.26,84,10000,6.64,300,10.22
345,nikolskoye,57.4337,168.3953,1657410782,52.56,51.75,1009,90,49.71,7.0,69,10000,12.44,316,16.96
346,alofi,-20.5921,-170.4236,1657410783,76.12,76.71,1019,70,65.62,6.07,20,10000,21.65,109,20.85
347,sentyabrskiy,42.0862,149.7548,1657410785,60.1,60.37,1013,97,59.25,2.25,100,10000,17.09,121,27.83
348,union,34.8312,-81.4625,1657410787,82.2,88.0,1012,75,73.49,0.11,64,10000,4.38,80,7.7
349,kavieng,11.5943,154.7873,1657410788,83.03,89.85,1012,75,74.28,9.46,59,10000,13.8,108,15.61
350,kaka,38.7271,60.5144,1657410790,78.06,76.66,1005,23,37.29,0.0,0,10000,10.04,42,11.03
351,ushuaia,-89.1982,-32.6912,1657410791,-66.93,-79.53,1041,100,-66.93,0.0,100,10000,10.58,95,9.73
352,sambava,-11.8969,54.2915,1657410793,74.55,75.04,1017,71,64.53,0.0,8,10000,27.51,132,32.28
353,ola,58.8174,151.6886,1657410794,57.38,56.71,1014,83,52.27,6.11,13,10000,8.61,103,11.61
354,barbar,20.9917,33.8187,1657410796,84.96,81.95,1005,19,38.14,0.0,95,10000,10.25,343,18.81
355,basco,21.1904,124.4448,1657410798,83.71,91.13,1008,74,74.53,3.51,88,10000,5.79,160,5.57
356,mikhaylovka,44.3284,72.0713,1657410799,72.37,71.15,1005,39,46.06,0.0,0,10000,5.26,13,5.55
357,albany,-70.3203,116.2502,1657410801,-26.81,-39.41,983,97,-27.33,0.0,100,2719,16.93,125,28.01
358,maputo,-25.476,32.5851,1657410802,62.26,61.61,1021,73,53.51,0.0,85,10000,4.74,5,12.64
359,alice springs,-26.4755,137.2611,1657410804,53.46,50.85,1027,50,35.31,1.78,0,10000,9.91,100,13.62
360,cherskiy,80.1099,160.5155,1657410806,32.27,23.25,1009,89,29.7,2.88,40,10000,11.7,203,19.13
361,umm lajj,23.7552,37.0658,1657410807,84.96,93.76,1002,73,75.33,0.0,12,10000,7.74,306,9.57
362,iqaluit,61.1709,-74.2821,1657410809,47.34,42.66,1009,81,41.81,0.04,100,10000,10.25,83,17.94
363,ushuaia,-86.5915,-58.2374,1657410811,-44.34,-56.94,1016,96,-44.97,0.0,87,10000,19.33,143,30.82
364,bolungarvik,70.1277,-30.1123,1657410812,21.88,11.53,1015,69,14.23,0.16,8,10000,9.44,247,9.13
365,victoria,-5.6082,52.8798,1657410814,75.65,76.48,1013,76,67.55,0.0,7,10000,22.97,147,26.4
366,acapulco,7.342,-103.5788,1657410815,79.36,79.36,1012,79,72.28,0.56,94,10000,9.51,194,9.98
367,cidreira,-46.8868,-28.5835,1657410817,41.86,31.48,1018,76,34.86,0.0,22,10000,27.13,256,35.5
368,hithadhoo,-12.327,69.9105,1657410818,76.93,78.26,1013,84,71.73,0.0,100,9110,25.43,130,28.77
369,east london,-63.6421,51.1097,1657410820,12.02,1.35,979,99,11.82,0.0,80,3219,7.07,60,9.53
370,caluquembe,-13.9065,14.3857,1657410822,53.56,52.11,1017,74,45.5,0.0,7,10000,1.81,64,2.66
371,naica,27.7304,-106.058,1657410823,90.84,87.13,1013,20,44.28,1.11,100,10000,12.28,67,12.48
372,anse-bertrand,16.6331,-61.558,1657410825,80.19,84.92,1018,82,74.19,0.0,72,10000,20.18,78,23.2
373,mataura,-21.8076,-149.3667,1657410826,73.17,72.95,1019,59,57.99,3.71,14,10000,16.44,122,17.0
374,nanortalik,55.0274,-47.4098,1657410828,48.54,44.56,1014,89,45.45,0.0,100,10000,9.06,143,10.2
375,port lincoln,-42.8999,131.5548,1657410829,51.96,51.08,1001,90,49.12,0.04,100,6199,45.14,358,60.8
376,tasiilaq,60.2066,-34.4455,1657410831,48.09,42.58,1001,97,47.28,0.0,98,10000,13.51,274,19.19
377,sentyabrskiy,27.5424,163.4809,1657410833,82.33,87.3,1017,71,71.98,10.86,84,10000,8.63,49,8.66
378,emerald,-25.8601,143.4123,1657410834,52.86,50.11,1025,48,33.73,2.48,0,10000,12.26,142,15.99
379,celestun,22.0734,-93.2892,1657410836,84.04,91.56,1016,73,74.44,0.31,54,10000,9.08,88,9.06
380,karmala,18.4865,75.0705,1657410837,72.03,73.08,1004,88,68.29,0.0,100,10000,16.84,283,32.17
381,central point,42.7516,-122.7059,1657410839,85.87,85.5,1020,41,59.47,3.32,25,10000,9.22,322,9.37
382,kaitangata,-53.3244,172.008,1657410841,43.74,33.19,1011,84,39.24,0.17,100,10000,32.32,223,39.1
383,punta arenas,-76.2334,-108.9126,1657410842,5.49,-7.11,983,96,4.69,0.0,100,140,17.29,73,32.66
384,chokurdakh,77.109,152.2528,1657410844,33.15,24.8,1011,89,30.47,2.5,100,10000,10.74,206,19.6
385,attawapiskat,59.1146,-87.8206,1657410846,34.59,28.85,1013,92,32.5,0.62,5,10000,6.64,52,6.67
386,bengkulu,-7.445,94.3759,1657410847,83.28,87.85,1011,66,70.74,0.0,98,10000,20.47,129,23.06
387,bodden town,19.2964,-80.133,1657410849,83.53,90.72,1017,74,74.37,0.0,71,10000,11.34,72,12.15
388,mataura,-83.2288,-142.0775,1657410851,-11.15,-23.75,976,87,-13.67,0.0,100,10000,17.25,104,31.38
389,talnakh,79.5884,90.3802,1657410852,32.65,26.44,1001,84,28.78,1.15,100,10000,6.78,313,9.33
390,miracema do tocantins,-8.7429,-48.1345,1657410854,77.68,76.89,1014,37,49.37,0.0,6,10000,5.23,129,12.08
391,henties bay,-25.389,3.0292,1657410856,62.85,61.56,1028,58,47.88,0.0,29,10000,21.5,134,23.58
392,busselton,-81.3835,86.4675,1657410857,-72.36,-84.96,1038,100,-72.36,0.0,100,2340,9.98,183,12.66
393,jamestown,-49.0534,-18.0957,1657410859,36.18,23.58,993,77,29.95,0.0,100,10000,47.65,223,57.76
394,upernavik,83.6532,-55.2442,1657410860,32.45,24.37,1010,98,31.96,0.81,100,1561,9.82,244,16.4
395,ulkan,57.333,107.3134,1657410862,55.81,55.13,1008,86,51.69,1.47,92,10000,4.47,319,8.79
396,chipinge,-21.9233,33.834,1657410864,58.8,58.33,1023,84,53.98,0.0,1,10000,4.99,20,11.5
397,ushuaia,-80.1143,-70.1095,1657410865,-58.97,-71.57,999,100,-58.97,0.0,75,10000,3.85,284,3.85
398,midland,32.1454,-101.837,1657410867,101.77,103.51,1013,27,61.52,0.93,51,10000,9.22,85,8.97
399,sinnamary,13.6048,-49.9562,1657410868,79.84,79.84,1017,76,71.6,0.0,81,10000,23.24,75,28.52
400,tiksi,75.5684,129.2954,1657410870,39.4,31.41,1001,88,36.14,1.41,100,10000,13.96,187,18.57
401,busselton,-35.3174,87.6504,1657410872,54.01,52.03,1025,62,41.31,0.0,84,10000,18.5,261,20.69
402,cherskiy,78.8924,157.3154,1657410873,32.27,22.48,1010,92,30.42,2.61,87,10000,13.58,198,21.34
403,rikitea,-14.7074,-129.2834,1657410875,75.87,76.53,1015,72,66.2,2.29,49,10000,17.83,88,18.68
404,hofn,60.7372,-16.156,1657410877,53.89,53.58,1019,98,53.33,0.0,100,10000,21.25,207,31.61
405,carnarvon,-20.8516,98.3933,1657410878,69.19,69.04,1020,69,58.6,0.0,100,10000,23.78,126,24.0
406,ushuaia,-86.5878,-80.0457,1657410880,-38.97,-51.57,1012,83,-41.93,0.0,100,10000,21.68,142,33.64
407,kenai,62.6772,-151.6847,1657410881,56.55,55.81,1011,83,51.46,1.15,99,7102,1.77,197,2.68
408,lake charles,30.7013,-93.0307,1657410883,96.78,109.38,1013,56,78.48,0.42,84,10000,5.46,193,13.49
409,san andres,14.6216,-80.5074,1657410885,81.86,89.2,1013,83,76.19,0.0,94,9185,20.18,71,25.3
410,basco,21.2893,124.0534,1657410886,83.79,91.31,1008,74,74.61,3.51,99,10000,6.35,163,6.38
411,hobart,-63.1537,154.1726,1657410888,32.5,20.03,1000,96,31.55,0.0,100,10000,22.28,306,35.99
412,albany,-65.8441,114.2402,1657410889,-8.1,-20.7,964,97,-8.66,0.0,98,9742,6.4,208,6.53
413,hilo,20.6862,-138.2294,1657410891,72.3,72.81,1018,76,64.31,6.8,63,10000,19.66,54,21.41
414,puerto ayora,-8.3792,-107.026,1657410893,75.11,76.03,1015,79,68.16,0.45,48,10000,19.6,119,23.76
415,sorland,68.4262,9.2893,1657410894,52.21,51.17,1015,86,48.16,0.0,10,10000,4.94,258,5.17
416,hilo,19.738,-146.6759,1657410896,74.93,75.56,1019,73,65.7,7.75,77,10000,20.49,68,22.73
417,garowe,7.8482,48.5902,1657410897,72.63,72.5,1010,62,58.87,0.0,77,10000,30.33,223,43.55
418,ushuaia,-73.2494,-71.5198,1657410899,-36.76,-49.36,1003,72,-42.0,0.0,21,10000,3.76,119,3.51
419,marinette,44.7936,-87.7448,1657410901,74.97,74.52,1022,50,55.09,0.4,0,10000,5.75,120,
420,arraial do cabo,-54.9518,-17.1192,1657410902,32.38,19.78,978,91,30.27,0.0,100,10000,34.18,200,39.66
421,deh rawud,32.7481,65.8865,1657410904,80.4,79.11,998,25,41.4,0.0,1,10000,3.94,232,4.09
422,cravo norte,6.4145,-69.1395,1657410905,77.88,79.18,1013,81,71.58,0.0,52,10000,5.59,356,6.4
423,vaini,-76.0167,-167.9567,1657410907,-6.97,-19.57,968,91,-8.72,0.0,100,7004,20.65,199,32.59
424,albany,-63.7539,104.5673,1657410909,-15.12,-27.72,967,100,-15.12,0.0,100,5633,5.55,116,5.59
425,toliary,-21.8717,39.5502,1657410910,73.69,73.58,1022,60,58.95,0.0,0,10000,7.11,162,6.76
426,victoria,-1.628,62.063,1657410912,80.74,85.15,1010,76,72.46,0.0,68,10000,16.31,166,16.98
427,klaksvik,75.3014,-1.9355,1657410913,42.4,38.1,1015,91,39.97,0.1,89,10000,6.89,242,7.34
428,rikitea,-32.5806,-112.8218,1657410915,64.85,64.42,1028,72,55.62,0.14,46,10000,16.06,343,17.02
429,pevek,85.8033,173.0961,1657410917,32.49,19.99,996,86,29.16,1.57,97,10000,22.32,216,30.78
430,novo aripuana,-5.1143,-59.6967,1657410918,78.1,78.94,1012,71,67.93,0.0,69,10000,1.19,78,1.34
431,hobart,-79.9949,146.8333,1657410920,-60.43,-73.03,1017,99,-60.57,0.0,60,10000,14.65,283,19.66
432,belushya guba,80.6492,56.4531,1657410922,26.87,20.19,1006,96,26.01,0.83,91,10000,5.93,287,7.29
433,nikolskoye,47.7556,169.2338,1657410923,49.77,47.3,1019,93,47.82,7.87,6,10000,6.17,90,6.24
434,nanortalik,52.4764,-45.6603,1657410925,51.42,50.31,1014,86,47.39,0.0,100,10000,8.43,134,10.29
435,rikitea,-79.5785,-125.8234,1657410926,-2.38,-14.98,977,82,-6.11,0.0,100,10000,24.14,36,41.5
436,hobart,-75.4671,139.7984,1657410928,-64.44,-77.04,1031,95,-65.16,0.0,22,10000,14.47,262,25.19
437,karaul,68.0012,83.8385,1657410930,49.93,44.06,1010,76,42.67,0.36,100,10000,17.22,331,22.55
438,te anau,-40.0351,160.4714,1657410931,52.75,50.92,1019,68,42.51,0.56,76,10000,33.4,157,35.9
439,dikson,77.7323,77.5243,1657410933,32.49,21.42,1005,96,31.53,0.31,100,10000,17.36,301,20.71
440,punta arenas,-64.9971,-94.6957,1657410935,31.73,19.13,993,98,31.3,0.0,100,88,34.36,346,51.76
441,herat,35.5222,62.2062,1657410936,69.57,67.35,1005,24,31.32,0.0,0,10000,6.51,15,6.6
442,lebu,-31.4174,-94.2187,1657410938,62.11,62.02,1021,85,57.56,0.0,70,10000,25.61,228,31.38
443,kavaratti,8.7757,62.9701,1657410939,78.85,78.85,1009,85,73.96,0.0,83,10000,22.12,246,30.49
444,ushuaia,-79.4428,-77.96,1657410941,-24.81,-37.41,999,57,-34.2,0.0,33,10000,12.91,219,21.74
445,launceston,-40.2441,147.9641,1657410943,53.62,51.87,1030,68,43.32,0.59,93,10000,7.67,92,12.88
446,ampanihy,-26.0908,42.9967,1657410944,72.72,72.7,1024,64,59.85,0.0,0,10000,23.94,63,26.35
447,tura,63.3427,99.4334,1657410946,62.78,62.42,1004,78,55.83,0.63,100,10000,5.93,206,13.91
448,mataura,-70.708,-152.9809,1657410947,-1.34,-13.94,961,95,-2.31,0.0,100,1497,18.63,303,26.82
449,ambatofinandrahana,-20.5953,46.0403,1657410949,54.43,52.81,1025,69,44.49,0.0,0,10000,10.83,90,24.0
450,iqaluit,59.182,-71.4242,1657410951,46.89,43.21,1009,83,42.01,0.02,100,10000,7.45,202,10.25
451,lebu,-32.1017,-97.9435,1657410952,63.14,63.19,1024,86,58.89,0.0,70,10000,24.11,217,29.51
452,hilo,14.7538,-139.7389,1657410954,77.27,77.85,1014,67,65.46,5.04,69,10000,16.31,72,17.96
453,byron bay,-28.8435,157.4905,1657410955,62.98,61.56,1018,55,46.58,2.99,0,10000,8.72,188,9.48
454,tasiilaq,59.6022,-35.7983,1657410957,47.28,39.04,1004,95,45.93,0.0,98,10000,25.46,293,31.99
455,ilulissat,80.9538,-44.229,1657410959,27.59,20.8,1010,96,26.71,0.7,100,648,6.22,270,9.51
456,barinitas,8.6808,-70.4282,1657410960,90.79,103.39,1016,91,87.78,0.0,91,10000,2.75,335,2.37
457,touros,2.3135,-30.6079,1657410962,79.52,79.52,1015,78,72.05,0.0,10,10000,13.89,122,16.33
458,fare,-13.6571,-148.6392,1657410964,78.19,78.91,1014,68,66.76,5.23,12,10000,14.16,111,14.72
459,qui nhon,14.9825,112.2618,1657410965,83.01,91.65,1002,81,76.57,1.65,99,10000,9.57,188,10.87
460,norman wells,62.8365,-129.7052,1657410967,60.58,58.64,1005,49,41.34,2.68,100,10000,5.03,69,6.91
461,oxilithos,38.6435,24.3487,1657410968,66.99,67.15,1010,80,60.62,0.0,85,10000,29.24,334,33.78
462,busselton,-69.895,97.5222,1657410970,-39.86,-52.46,989,94,-40.85,0.0,100,2035,22.26,137,35.9
463,egvekinot,66.9771,-176.9423,1657410972,52.0,50.7,1003,81,46.36,1.29,100,10000,16.26,189,29.17
464,bethel,62.3437,-162.5073,1657410973,73.45,72.75,1010,48,52.59,3.92,100,10000,11.79,350,11.81
465,stokmarknes,70.4797,13.9262,1657410975,50.14,49.23,1015,93,48.2,0.0,28,10000,9.28,32,9.62
466,gazojak,42.5551,63.311,1657410976,73.02,71.76,1007,37,45.25,0.0,0,10000,8.88,44,13.24
467,manaus,-1.3865,-59.5963,1657410978,73.24,74.88,1013,98,72.64,0.0,76,10000,2.57,48,2.68
468,albany,-62.8641,124.0515,1657410980,31.37,18.77,949,98,30.94,0.0,100,66,32.37,5,48.9
469,rikitea,-65.1382,-127.1537,1657410981,25.11,12.51,977,66,16.43,0.0,94,10000,30.6,261,31.27
470,mataura,-82.9104,-142.1307,1657410983,-3.96,-16.56,973,80,-8.1,0.0,100,10000,19.08,104,29.3
471,rikitea,-57.7803,-119.6805,1657410984,34.59,21.99,987,77,28.58,0.0,100,10000,30.38,252,33.26
472,araouane,19.3284,-2.8691,1657410986,94.23,89.51,1007,10,29.7,0.0,93,10000,4.07,163,7.49
473,hilo,23.2976,-151.8319,1657410988,75.65,76.48,1022,76,67.55,9.4,95,10000,19.6,82,21.72
474,saint-philippe,-41.7485,60.8425,1657410989,50.88,48.4,1022,58,36.66,0.0,77,10000,34.25,238,39.46
475,ushuaia,-84.8118,-61.7263,1657410991,-27.71,-40.31,1002,79,-31.65,0.0,77,10000,16.15,168,21.88
476,bethel,57.6939,-161.8635,1657410992,51.24,50.11,1009,86,47.21,4.9,6,10000,13.31,36,19.95
477,taolanaro,-53.6947,53.2378,1657410994,31.37,18.77,1007,78,26.01,0.0,98,10000,33.71,249,42.05
478,walvis bay,-24.1383,11.7488,1657410996,59.81,59.25,1024,80,53.64,0.0,0,10000,18.5,178,23.0
479,kawalu,-17.1625,106.4476,1657410997,77.0,77.31,1016,62,63.0,0.11,97,10000,20.49,115,21.52
480,atuona,0.508,-121.4453,1657410999,76.96,78.35,1010,85,72.1,2.29,13,10000,14.7,112,24.7
481,tocopilla,-22.154,-71.2948,1657411000,58.48,57.92,1017,83,53.35,0.0,100,10000,12.3,173,12.82
482,harper,-0.5369,-9.1325,1657411002,73.85,74.84,1016,83,68.36,0.0,86,10000,10.67,136,18.07
483,rikitea,-32.1344,-126.8061,1657411004,63.37,63.41,1018,85,58.78,0.12,100,10000,11.5,184,11.21
484,bluff,-76.9632,171.7771,1657411005,-19.16,-31.76,988,100,-19.16,0.0,98,10000,17.34,206,37.42
485,arlit,18.0045,6.456,1657411007,92.5,88.07,1007,12,32.56,0.0,26,10000,5.7,151,7.72
486,cape town,-45.6141,1.0777,1657411008,46.96,37.44,994,91,44.47,0.0,100,10000,33.49,315,49.86
487,monze,-16.3112,27.4984,1657411010,53.76,52.32,1020,74,45.68,0.0,5,10000,4.88,76,15.14
488,fort myers beach,26.4737,-81.888,1657411012,86.41,98.49,1016,75,77.54,0.0,14,10000,1.99,171,5.99
489,dapaong,11.0707,0.1035,1657411013,78.85,78.85,1013,72,69.06,0.0,76,10000,9.89,204,19.8
490,georgetown,-15.1677,-23.2428,1657411015,74.62,74.98,1021,68,63.37,0.0,42,10000,22.55,87,27.13
491,carnarvon,-24.0936,103.7786,1657411016,65.61,64.63,1022,59,50.92,0.0,22,10000,20.92,146,20.8
492,khatanga,75.4097,94.7583,1657411018,33.51,23.67,1005,93,31.75,0.61,96,1454,14.61,278,23.38
493,new norfolk,-75.3571,131.1142,1657411020,-61.76,-74.36,1027,100,-61.76,0.0,59,10000,11.54,277,10.83
494,mar del plata,-70.37,-19.2077,1657411021,5.36,-7.24,982,95,4.35,0.0,100,341,12.3,62,19.28
495,birao,10.3808,22.9843,1657411023,73.51,74.37,1010,81,67.32,0.0,90,10000,3.98,198,4.54
496,airai,7.2597,135.7531,1657411024,83.39,90.39,1010,74,74.23,2.33,99,10000,14.56,174,15.21
497,ushuaia,-79.3709,-37.8318,1657411026,-40.5,-53.1,991,98,-40.83,0.0,87,10000,10.0,181,12.46
498,taolanaro,-44.0347,50.5338,1657411028,40.35,33.03,1028,76,33.4,0.0,99,10000,12.71,242,14.79
499,lithgow,-32.8308,150.4274,1657411029,36.03,36.03,1024,98,35.53,1.0,71,10000,2.55,182,13.6
500,roald,64.3842,4.5268,1657411031,50.97,49.48,1020,79,44.71,0.0,100,10000,16.37,308,17.07
